Coin Rank,Coin Name,Coin Code,Price,1h Change,24h Change,7d Change,Market Cap,Volume,Circulating Supply,Extraction Time
186,Memecoin,MEME,$0.01353,-0.46%,1.72%,24.62%,"$448,830,609","$82,283,798","33,182,241,695 MEME",2024-12-15 17:15:24
187,Osmosis,OSMO,$0.6309,-0.69%,1.97%,19.04%,"$441,255,577","$16,161,102","699,443,636 OSMO",2024-12-15 17:15:24
188,JUST,JST,$0.04418,-0.17%,1.25%,12.48%,"$437,369,372","$37,384,328","9,900,000,000 JST",2024-12-15 17:15:24
189,Basic Attention Token,BAT,$0.2864,-0.57%,2.70%,15.09%,"$428,342,868","$21,725,833","1,495,658,357 BAT",2024-12-15 17:15:24
190,Golem,GLM,$0.424,-0.43%,2.31%,16.33%,"$423,967,231","$10,930,290","1,000,000,000 GLM",2024-12-15 17:15:24
191,Qtum,QTUM,$4.02,-0.02%,2.35%,18.44%,"$424,212,636","$50,267,170","105,440,280 QTUM",2024-12-15 17:15:24
192,Aethir,ATH,$0.08107,-0.24%,3.25%,7.06%,"$423,020,148","$33,483,344","5,217,818,110 ATH",2024-12-15 17:15:24
193,Manta Network,MANTA,$1.10,-0.27%,3.32%,14.21%,"$423,831,709","$79,241,868","384,500,457 MANTA",2024-12-15 17:15:24
194,ZetaChain,ZETA,$0.727,-0.08%,3.53%,20.57%,"$418,815,161","$27,848,752","576,114,583 ZETA",2024-12-15 17:15:24
195,SPACE ID,ID,$0.5259,-0.11%,2.21%,18.03%,"$418,620,153","$27,007,482","796,057,181 ID",2024-12-15 17:15:24
196,Kadena,KDA,$1.36,-1.37%,5.72%,23.24%,"$405,844,730","$22,253,038","298,419,531 KDA",2024-12-15 17:15:24
197,Ravencoin,RVN,$0.02763,-0.21%,3.64%,13.94%,"$403,688,198","$14,663,162","14,608,398,027 RVN",2024-12-15 17:15:24
198,Siacoin,SC,$0.006884,-0.15%,3.49%,12.38%,"$397,485,128","$28,502,390","57,740,391,700 SC",2024-12-15 17:15:24
199,Terra,LUNA,$0.552,-0.30%,2.81%,22.45%,"$391,945,302","$50,663,647","709,984,439 LUNA",2024-12-15 17:15:24
200,Bitcoin Gold,BTG,$22.41,-0.01%,2.57%,40.01%,"$392,556,500","$71,773,640","17,513,924 BTG",2024-12-15 17:15:24
